tau,xi,w
  3.7999999999999998E+00,  1.5000000000000000E+00, -5.7504859799989740E-02
  3.7999999999999998E+00,  1.5500000000000000E+00, -6.0803470544779151E-02
  3.7999999999999998E+00,  1.6000000000000001E+00, -6.3578943861381382E-02
  3.7999999999999998E+00,  1.6500000000000001E+00, -6.6017616823909248E-02
  3.7999999999999998E+00,  1.7000000000000002E+00, -6.8348969145077057E-02
  3.7999999999999998E+00,  1.7500000000000000E+00, -7.0795668039534188E-02
  3.7999999999999998E+00,  1.8000000000000000E+00, -7.3527027681510093E-02
  3.7999999999999998E+00,  1.8500000000000001E+00, -7.6620568153975263E-02
  3.7999999999999998E+00,  1.9000000000000001E+00, -8.0036422060465573E-02
  3.7999999999999998E+00,  1.9500000000000002E+00, -8.3613617049936154E-02
  3.7999999999999998E+00,  2.0000000000000000E+00, -8.7097433633787358E-02
  3.7999999999999998E+00,  2.0500000000000003E+00, -9.0248301260198727E-02
  3.7999999999999998E+00,  2.1000000000000001E+00, -9.3062411215607876E-02
  3.7999999999999998E+00,  2.1499999999999999E+00, -9.5647354462661774E-02
  3.7999999999999998E+00,  2.2000000000000002E+00, -9.8141431572039972E-02
  3.7999999999999998E+00,  2.2500000000000000E+00, -1.0062582520933414E-01
  3.7999999999999998E+00,  2.3000000000000003E+00, -1.0302050887710706E-01
  3.7999999999999998E+00,  2.3500000000000001E+00, -1.0502974027652115E-01
  3.7999999999999998E+00,  2.4000000000000004E+00, -1.0618556254160966E-01
  3.7999999999999998E+00,  2.4500000000000002E+00, -1.0598553414832869E-01
  3.7999999999999998E+00,  2.5000000000000000E+00, -1.0406440741052714E-01
  3.7999999999999998E+00,  2.5500000000000003E+00, -1.0031498371387587E-01
  3.7999999999999998E+00,  2.6000000000000001E+00, -9.4898367074841491E-02
  3.7999999999999998E+00,  2.6500000000000004E+00, -8.8144322414335619E-02
  3.7999999999999998E+00,  2.7000000000000002E+00, -8.0401454316973278E-02
  3.7999999999999998E+00,  2.7500000000000000E+00, -7.1918605805958713E-02
  3.7999999999999998E+00,  2.8000000000000003E+00, -6.2811800985433222E-02
  3.7999999999999998E+00,  2.8500000000000001E+00, -5.3114940208940642E-02
  3.7999999999999998E+00,  2.9000000000000004E+00, -4.2864129851006481E-02
  3.7999999999999998E+00,  2.9500000000000002E+00, -3.2154155538766403E-02
  3.7999999999999998E+00,  3.0000000000000000E+00, -2.1134246573034303E-02
  3.7999999999999998E+00,  3.0500000000000003E+00, -9.9470536959583664E-03
  3.7999999999999998E+00,  3.1000000000000001E+00,  1.3545275494502441E-03
  3.7999999999999998E+00,  3.1500000000000004E+00,  1.2801543773501314E-02
  3.7999999999999998E+00,  3.2000000000000002E+00,  2.4474235653229124E-02
  3.7999999999999998E+00,  3.2500000000000000E+00,  3.6453022407803876E-02
  3.7999999999999998E+00,  3.3000000000000003E+00,  4.8783284924523482E-02
  3.7999999999999998E+00,  3.3500000000000001E+00,  6.1476388948670475E-02
  3.7999999999999998E+00,  3.4000000000000004E+00,  7.4540086897141145E-02
  3.7999999999999998E+00,  3.4500000000000002E+00,  8.8009594936745206E-02
  3.7999999999999998E+00,  3.5000000000000000E+00,  1.0195138866743449E-01
  3.7999999999999998E+00,  3.5500000000000003E+00,  1.1643294596838868E-01
  3.7999999999999998E+00,  3.6000000000000001E+00,  1.3147686897147592E-01
  3.7999999999999998E+00,  3.6500000000000004E+00,  1.4702916304795333E-01
  3.7999999999999998E+00,  3.7000000000000002E+00,  1.6296224456314204E-01
  3.7999999999999998E+00,  3.7500000000000000E+00,  1.7911147431192304E-01
  3.7999999999999998E+00,  3.8000000000000003E+00,  1.9532513416878816E-01
  3.7999999999999998E+00,  3.8500000000000001E+00,  2.1150314523775532E-01
  3.7999999999999998E+00,  3.9000000000000004E+00,  2.2760958790940058E-01
  3.7999999999999998E+00,  3.9500000000000002E+00,  2.4365897928293112E-01
  3.7999999999999998E+00,  4.0000000000000000E+00,  2.5968592979011385E-01
  3.8399999999999999E+00,  0.0000000000000000E+00,  9.9568437693777032E-02
  3.8399999999999999E+00,  5.0000000000000003E-02,  9.5147913664550124E-02
  3.8399999999999999E+00,  1.0000000000000001E-01,  9.0674298173033005E-02
  3.8399999999999999E+00,  1.5000000000000002E-01,  8.6081791758413129E-02
  3.8399999999999999E+00,  2.0000000000000001E-01,  8.1364853986486574E-02
  3.8399999999999999E+00,  2.5000000000000000E-01,  7.6592962037948797E-02
  3.8399999999999999E+00,  3.0000000000000004E-01,  7.1854789291456347E-02
  3.8399999999999999E+00,  3.5000000000000003E-01,  6.7178165129197595E-02
  3.8399999999999999E+00,  4.0000000000000002E-01,  6.2491341814373151E-02
  3.8399999999999999E+00,  4.5000000000000001E-01,  5.7664094740404098E-02
  3.8399999999999999E+00,  5.0000000000000000E-01,  5.2609269546467392E-02
  3.8399999999999999E+00,  5.5000000000000004E-01,  4.7375778166360280E-02
  3.8399999999999999E+00,  6.0000000000000009E-01,  4.2159249311854344E-02
  3.8399999999999999E+00,  6.5000000000000002E-01,  3.7204445648023776E-02
  3.8399999999999999E+00,  7.0000000000000007E-01,  3.2645943724086302E-02
  3.8399999999999999E+00,  7.5000000000000000E-01,  2.8382981962652702E-02
  3.8399999999999999E+00,  8.0000000000000004E-01,  2.4075120325787805E-02
  3.8399999999999999E+00,  8.5000000000000009E-01,  1.9278333723233343E-02
  3.8399999999999999E+00,  9.0000000000000002E-01,  1.3655658971827436E-02
  3.8399999999999999E+00,  9.5000000000000007E-01,  7.1466228483419263E-03
  3.8399999999999999E+00,  1.0000000000000000E+00,  0.0000000000000000E+00
  3.8399999999999999E+00,  1.0500000000000000E+00, -7.3534036255417604E-03
  3.8399999999999999E+00,  1.1000000000000001E+00, -1.4514361752113217E-02
  3.8399999999999999E+00,  1.1500000000000001E+00, -2.1214847679128630E-02
  3.8399999999999999E+00,  1.2000000000000002E+00, -2.7340987435802495E-02
  3.8399999999999999E+00,  1.2500000000000000E+00, -3.2886040015725128E-02
  3.8399999999999999E+00,  1.3000000000000000E+00, -3.7875241170363477E-02
  3.8399999999999999E+00,  1.3500000000000001E+00, -4.2318615611543667E-02
  3.8399999999999999E+00,  1.4000000000000001E+00, -4.6218090402383658E-02
  3.8399999999999999E+00,  1.4500000000000002E+00, -4.9611794647655992E-02
  3.8399999999999999E+00,  1.5000000000000000E+00, -5.2610736894082952E-02
  3.8399999999999999E+00,  1.5500000000000000E+00, -5.5389533518262375E-02
  3.8399999999999999E+00,  1.6000000000000001E+00, -5.8127970647043142E-02
  3.8399999999999999E+00,  1.6500000000000001E+00, -6.0938295346427918E-02
  3.8399999999999999E+00,  1.7000000000000002E+00, -6.3826612888067083E-02
  3.8399999999999999E+00,  1.7500000000000000E+00, -6.6715532180229242E-02
  3.8399999999999999E+00,  1.8000000000000000E+00, -6.9513945420091539E-02
  3.8399999999999999E+00,  1.8500000000000001E+00, -7.2187704919411330E-02
  3.8399999999999999E+00,  1.9000000000000001E+00, -7.4784958647341054E-02
  3.8399999999999999E+00,  1.9500000000000002E+00, -7.7402573951813769E-02
  3.8399999999999999E+00,  2.0000000000000000E+00, -8.0123305457034846E-02
  3.8399999999999999E+00,  2.0500000000000003E+00, -8.2927429142757497E-02
  3.8399999999999999E+00,  2.1000000000000001E+00, -8.5573334251346264E-02
  3.8399999999999999E+00,  2.1499999999999999E+00, -8.7845588857037679E-02
  3.8399999999999999E+00,  2.2000000000000002E+00, -8.9676925967859880E-02
  3.8399999999999999E+00,  2.2500000000000000E+00, -9.1123500073421709E-02
  3.8399999999999999E+00,  2.3000000000000003E+00, -9.2252185805058493E-02
  3.8399999999999999E+00,  2.3500000000000001E+00, -9.3017875826282875E-02
  3.8399999999999999E+00,  2.4000000000000004E+00, -9.3220950112343035E-02
  3.8399999999999999E+00,  2.4500000000000002E+00, -9.2581698027438056E-02
  3.8399999999999999E+00,  2.5000000000000000E+00, -9.0887045354838561E-02
  3.8399999999999999E+00,  2.5500000000000003E+00, -8.8112196684437649E-02
  3.8399999999999999E+00,  2.6000000000000001E+00, -8.4432385431615270E-02
  3.8399999999999999E+00,  2.6500000000000004E+00, -8.0109545834415097E-02
  3.8399999999999999E+00,  2.7000000000000002E+00, -7.5318788285731506E-02
  3.8399999999999999E+00,  2.7500000000000000E+00, -7.0017750838434353E-02
  3.8399999999999999E+00,  2.8000000000000003E+00, -6.3935353374854023E-02
  3.8399999999999999E+00,  2.8500000000000001E+00, -5.6685332738900744E-02
  3.8399999999999999E+00,  2.9000000000000004E+00, -4.7941155235154173E-02
  3.8399999999999999E+00,  2.9500000000000002E+00, -3.7583395851067423E-02
  3.8399999999999999E+00,  3.0000000000000000E+00, -2.5757414977105597E-02
  3.8399999999999999E+00,  3.0500000000000003E+00, -1.2822708725532960E-02
  3.8399999999999999E+00,  3.1000000000000001E+00,  7.8010210165181595E-04
  3.8399999999999999E+00,  3.1500000000000004E+00,  1.4610157824326477E-02
  3.8399999999999999E+00,  3.2000000000000002E+00,  2.8308929860928495E-02
  3.8399999999999999E+00,  3.2500000000000000E+00,  4.1664213595304554E-02
  3.8399999999999999E+00,  3.3000000000000003E+00,  5.4644177483198525E-02
  3.8399999999999999E+00,  3.3500000000000001E+00,  6.7395078466964797E-02
  3.8399999999999999E+00,  3.4000000000000004E+00,  8.0191389638827631E-02
  3.8399999999999999E+00,  3.4500000000000002E+00,  9.3338660278868668E-02
  3.8399999999999999E+00,  3.5000000000000000E+00,  1.0705645547413375E-01
  3.8399999999999999E+00,  3.5500000000000003E+00,  1.2139174850992544E-01
  3.8399999999999999E+00,  3.6000000000000001E+00,  1.3620932459502214E-01
  3.8399999999999999E+00,  3.6500000000000004E+00,  1.5126910970260174E-01
  3.8399999999999999E+00,  3.7000000000000002E+00,  1.6635027741978045E-01
  3.8399999999999999E+00,  3.7500000000000000E+00,  1.8135190368807369E-01
  3.8399999999999999E+00,  3.8000000000000003E+00,  1.9631315503005112E-01
  3.8399999999999999E+00,  3.8500000000000001E+00,  2.1134702766328453E-01
  3.8399999999999999E+00,  3.9000000000000004E+00,  2.2653780240588875E-01
  3.8399999999999999E+00,  3.9500000000000002E+00,  2.4187588272730434E-01
  3.8399999999999999E+00,  4.0000000000000000E+00,  2.5727914219412140E-01
  3.8799999999999999E+00,  0.0000000000000000E+00,  1.1891112242110391E-01
  3.8799999999999999E+00,  5.0000000000000003E-02,  1.1123697574459757E-01
  3.8799999999999999E+00,  1.0000000000000001E-01,  1.0367632236853594E-01
  3.8799999999999999E+00,  1.5000000000000002E-01,  9.6415028435239608E-02
  3.8799999999999999E+00,  2.0000000000000001E-01,  8.9583585734105894E-02
  3.8799999999999999E+00,  2.5000000000000000E-01,  8.3168113325820123E-02
  3.8799999999999999E+00,  3.0000000000000004E-01,  7.7004323780982320E-02
  3.8799999999999999E+00,  3.5000000000000003E-01,  7.0846350720612253E-02
  3.8799999999999999E+00,  4.0000000000000002E-01,  6.4473800507368839E-02
  3.8799999999999999E+00,  4.5000000000000001E-01,  5.7787802716388011E-02
  3.8799999999999999E+00,  5.0000000000000000E-01,  5.0855545832605570E-02
  3.8799999999999999E+00,  5.5000000000000004E-01,  4.3887562944590473E-02
  3.8799999999999999E+00,  6.0000000000000009E-01,  3.7160957453341241E-02
  3.8799999999999999E+00,  6.5000000000000002E-01,  3.0922488934077216E-02
  3.8799999999999999E+00,  7.0000000000000007E-01,  2.5310512730561827E-02
  3.8799999999999999E+00,  7.5000000000000000E-01,  2.0323840460503433E-02
  3.8799999999999999E+00,  8.0000000000000004E-01,  1.5844478906346698E-02
  3.8799999999999999E+00,  8.5000000000000009E-01,  1.1698967735602736E-02
  3.8799999999999999E+00,  9.0000000000000002E-01,  7.7285359107929653E-03
  3.8799999999999999E+00,  9.5000000000000007E-01,  3.8372221667936578E-03
  3.8799999999999999E+00,  1.0000000000000000E+00,  0.0000000000000000E+00
  3.8799999999999999E+00,  1.0500000000000000E+00, -3.7852095065554134E-03
  3.8799999999999999E+00,  1.1000000000000001E+00, -7.5966421587287886E-03
  3.8799999999999999E+00,  1.1500000000000001E+00, -1.1549633751677250E-02
  3.8799999999999999E+00,  1.2000000000000002E+00, -1.5768375484916396E-02
  3.8799999999999999E+00,  1.2500000000000000E+00, -2.0354784475592459E-02
  3.8799999999999999E+00,  1.3000000000000000E+00, -2.5350911942942402E-02
  3.8799999999999999E+00,  1.3500000000000001E+00, -3.0713755332257626E-02
  3.8799999999999999E+00,  1.4000000000000001E+00, -3.6314338502144751E-02
  3.8799999999999999E+00,  1.4500000000000002E+00, -4.1960681016689143E-02
  3.8799999999999999E+00,  1.5000000000000000E+00, -4.7434470647402811E-02
  3.8799999999999999E+00,  1.5500000000000000E+00, -5.2529109506338809E-02
  3.8799999999999999E+00,  1.6000000000000001E+00, -5.7081285395414932E-02
  3.8799999999999999E+00,  1.6500000000000001E+00, -6.0993506679474396E-02
  3.8799999999999999E+00,  1.7000000000000002E+00, -6.4246099623068487E-02
  3.8799999999999999E+00,  1.7500000000000000E+00, -6.6894567046739364E-02
  3.8799999999999999E+00,  1.8000000000000000E+00, -6.9047672638207949E-02
  3.8799999999999999E+00,  1.8500000000000001E+00, -7.0828245783986499E-02
  3.8799999999999999E+00,  1.9000000000000001E+00, -7.2330668636742937E-02
  3.8799999999999999E+00,  1.9500000000000002E+00, -7.3596773395872173E-02
  3.8799999999999999E+00,  2.0000000000000000E+00, -7.4624888047813462E-02
  3.8799999999999999E+00,  2.0500000000000003E+00, -7.5437254780855625E-02
  3.8799999999999999E+00,  2.1000000000000001E+00, -7.6203327325161413E-02
  3.8799999999999999E+00,  2.1499999999999999E+00, -7.7108930599512293E-02
  3.8799999999999999E+00,  2.2000000000000002E+00, -7.8249451187824642E-02
  3.8799999999999999E+00,  2.2500000000000000E+00, -7.9555152777626037E-02
  3.8799999999999999E+00,  2.3000000000000003E+00, -8.0769881641545929E-02
  3.8799999999999999E+00,  2.3500000000000001E+00, -8.1519428977124511E-02
  3.8799999999999999E+00,  2.4000000000000004E+00, -8.1455386442320463E-02
  3.8799999999999999E+00,  2.4500000000000002E+00, -8.0405782738786069E-02
  3.8799999999999999E+00,  2.5000000000000000E+00, -7.8444074810496742E-02
  3.8799999999999999E+00,  2.5500000000000003E+00, -7.5825065021565163E-02
  3.8799999999999999E+00,  2.6000000000000001E+00, -7.2814209454993922E-02
  3.8799999999999999E+00,  2.6500000000000004E+00, -6.9507424846392274E-02
  3.8799999999999999E+00,  2.7000000000000002E+00, -6.5752231201739203E-02
  3.8799999999999999E+00,  2.7500000000000000E+00, -6.1222637896023127E-02
  3.8799999999999999E+00,  2.8000000000000003E+00, -5.5603364808012208E-02
  3.8799999999999999E+00,  2.8500000000000001E+00, -4.8766932917840490E-02
  3.8799999999999999E+00,  2.9000000000000004E+00, -4.0829979172692682E-02
  3.8799999999999999E+00,  2.9500000000000002E+00, -3.2053924431465187E-02
  3.8799999999999999E+00,  3.0000000000000000E+00, -2.2658650204658445E-02
  3.8799999999999999E+00,  3.0500000000000003E+00, -1.2666811653084050E-02
  3.8799999999999999E+00,  3.1000000000000001E+00, -1.8692699916545684E-03
  3.8799999999999999E+00,  3.1500000000000004E+00,  1.0007709137941823E-02
  3.8799999999999999E+00,  3.2000000000000002E+00,  2.3101755079986467E-02
  3.8799999999999999E+00,  3.2500000000000000E+00,  3.7297707864553553E-02
  3.8799999999999999E+00,  3.3000000000000003E+00,  5.2260291662434705E-02
  3.8799999999999999E+00,  3.3500000000000001E+00,  6.7589413953570210E-02
  3.8799999999999999E+00,  3.4000000000000004E+00,  8.2991235882131947E-02
  3.8799999999999999E+00,  3.4500000000000002E+00,  9.8353922945270914E-02
  3.8799999999999999E+00,  3.5000000000000000E+00,  1.1368900247056948E-01
  3.8799999999999999E+00,  3.5500000000000003E+00,  1.2899463648104034E-01
  3.8799999999999999E+00,  3.6000000000000001E+00,  1.4414827528473922E-01
  3.8799999999999999E+00,  3.6500000000000004E+00,  1.5890899120434179E-01
  3.8799999999999999E+00,  3.7000000000000002E+00,  1.7302690495632220E-01
  3.8799999999999999E+00,  3.7500000000000000E+00,  1.8637987544163631E-01
  3.8799999999999999E+00,  3.8000000000000003E+00,  1.9904088333385278E-01
  3.8799999999999999E+00,  3.8500000000000001E+00,  2.1123238883954379E-01
  3.8799999999999999E+00,  3.9000000000000004E+00,  2.2320484668207377E-01
  3.8799999999999999E+00,  3.9500000000000002E+00,  2.3512568390598268E-01
  3.8799999999999999E+00,  4.0000000000000000E+00,  2.4704939741088325E-01
  3.9199999999999999E+00,  0.0000000000000000E+00,  1.3756975409590724E-01
  3.9199999999999999E+00,  5.0000000000000003E-02,  1.2714735590747259E-01
  3.9199999999999999E+00,  1.0000000000000001E-01,  1.1684601804494121E-01
  3.9199999999999999E+00,  1.5000000000000002E-01,  1.0685781429234655E-01
  3.9199999999999999E+00,  2.0000000000000001E-01,  9.7313305229667080E-02
  3.9199999999999999E+00,  2.5000000000000000E-01,  8.8215732399216096E-02
  3.9199999999999999E+00,  3.0000000000000004E-01,  7.9478304146697265E-02
  3.9199999999999999E+00,  3.5000000000000003E-01,  7.1021662182846126E-02
  3.9199999999999999E+00,  4.0000000000000002E-01,  6.2857640504195150E-02
  3.9199999999999999E+00,  4.5000000000000001E-01,  5.5101003502713727E-02
  3.9199999999999999E+00,  5.0000000000000000E-01,  4.7902818097954721E-02
  3.9199999999999999E+00,  5.5000000000000004E-01,  4.1352680533321889E-02
  3.9199999999999999E+00,  6.0000000000000009E-01,  3.5416983681660755E-02
  3.9199999999999999E+00,  6.5000000000000002E-01,  2.9954790168673150E-02
  3.9199999999999999E+00,  7.0000000000000007E-01,  2.4800241286919357E-02
  3.9199999999999999E+00,  7.5000000000000000E-01,  1.9856599849216571E-02
  3.9199999999999999E+00,  8.0000000000000004E-01,  1.5140695538791530E-02
  3.9199999999999999E+00,  8.5000000000000009E-01,  1.0750547484038040E-02
  3.9199999999999999E+00,  9.0000000000000002E-01,  6.7794169238134180E-03
  3.9199999999999999E+00,  9.5000000000000007E-01,  3.2328082712186294E-03
  3.9199999999999999E+00,  1.0000000000000000E+00,  0.0000000000000000E+00
  3.9199999999999999E+00,  1.0500000000000000E+00, -3.1078459734830075E-03
  3.9199999999999999E+00,  1.1000000000000001E+00, -6.2868621608945839E-03
  3.9199999999999999E+00,  1.1500000000000001E+00, -9.6772513768632624E-03
  3.9199999999999999E+00,  1.2000000000000002E+00, -1.3336373995498762E-02
  3.9199999999999999E+00,  1.2500000000000000E+00, -1.7245458527590938E-02
  3.9199999999999999E+00,  1.3000000000000000E+00, -2.1338145836669403E-02
  3.9199999999999999E+00,  1.3500000000000001E+00, -2.5536879541171183E-02
  3.9199999999999999E+00,  1.4000000000000001E+00, -2.9783407001233185E-02
  3.9199999999999999E+00,  1.4500000000000002E+00, -3.4052211370910773E-02
  3.9199999999999999E+00,  1.5000000000000000E+00, -3.8341652268205656E-02
  3.9199999999999999E+00,  1.5500000000000000E+00, -4.2647595425388707E-02
  3.9199999999999999E+00,  1.6000000000000001E+00, -4.6934912608118107E-02
  3.9199999999999999E+00,  1.6500000000000001E+00, -5.1126142748672748E-02
  3.9199999999999999E+00,  1.7000000000000002E+00, -5.5118110387975386E-02
  3.9199999999999999E+00,  1.7500000000000000E+00, -5.8818708289869848E-02
  3.9199999999999999E+00,  1.8000000000000000E+00, -6.2178867932531953E-02
  3.9199999999999999E+00,  1.8500000000000001E+00, -6.5192780445950255E-02
  3.9199999999999999E+00,  1.9000000000000001E+00, -6.7857968689714901E-02
  3.9199999999999999E+00,  1.9500000000000002E+00, -7.0116266844789596E-02
  3.9199999999999999E+00,  2.0000000000000000E+00, -7.1817246732207254E-02
  3.9199999999999999E+00,  2.0500000000000003E+00, -7.2761609192213084E-02
  3.9199999999999999E+00,  2.1000000000000001E+00, -7.2851371780464122E-02
  3.9199999999999999E+00,  2.1499999999999999E+00, -7.2137717063301257E-02
  3.9199999999999999E+00,  2.2000000000000002E+00, -7.0853142086344079E-02
  3.9199999999999999E+00,  2.2500000000000000E+00, -6.9356839197246126E-02
  3.9199999999999999E+00,  2.3000000000000003E+00, -6.7995646049047648E-02
  3.9199999999999999E+00,  2.3500000000000001E+00, -6.6960351016758360E-02
  3.9199999999999999E+00,  2.4000000000000004E+00, -6.6218853688532558E-02
  3.9199999999999999E+00,  2.4500000000000002E+00, -6.5555752918427385E-02
  3.9199999999999999E+00,  2.5000000000000000E+00, -6.4680720073515774E-02
  3.9199999999999999E+00,  2.5500000000000003E+00, -6.3332692372961283E-02
  3.9199999999999999E+00,  2.6000000000000001E+00, -6.1325140267670358E-02
  3.9199999999999999E+00,  2.6500000000000004E+00, -5.8530822126000748E-02
  3.9199999999999999E+00,  2.7000000000000002E+00, -5.4849381058149925E-02
  3.9199999999999999E+00,  2.7500000000000000E+00, -5.0203941755464693E-02
  3.9199999999999999E+00,  2.8000000000000003E+00, -4.4574726066996660E-02
  3.9199999999999999E+00,  2.8500000000000001E+00, -3.8033065702231056E-02
  3.9199999999999999E+00,  2.9000000000000004E+00, -3.0727690750306399E-02
  3.9199999999999999E+00,  2.9500000000000002E+00, -2.2809344377817828E-02
  3.9199999999999999E+00,  3.0000000000000000E+00, -1.4333915106678051E-02
  3.9199999999999999E+00,  3.0500000000000003E+00, -5.2078249051850951E-03
  3.9199999999999999E+00,  3.1000000000000001E+00,  4.7838019990974114E-03
  3.9199999999999999E+00,  3.1500000000000004E+00,  1.5835530714931469E-02
  3.9199999999999999E+00,  3.2000000000000002E+00,  2.7989757720582736E-02
  3.9199999999999999E+00,  3.2500000000000000E+00,  4.1091731913011437E-02
  3.9199999999999999E+00,  3.3000000000000003E+00,  5.4856045483780778E-02
  3.9199999999999999E+00,  3.3500000000000001E+00,  6.8998166883912582E-02
  3.9199999999999999E+00,  3.4000000000000004E+00,  8.3339509242648796E-02
  3.9199999999999999E+00,  3.4500000000000002E+00,  9.7816286063106037E-02
  3.9199999999999999E+00,  3.5000000000000000E+00,  1.1239680426730703E-01
  3.9199999999999999E+00,  3.5500000000000003E+00,  1.2698402755102711E-01
  3.9199999999999999E+00,  3.6000000000000001E+00,  1.4139452213581533E-01
  3.9199999999999999E+00,  3.6500000000000004E+00,  1.5544711915452744E-01
  3.9199999999999999E+00,  3.7000000000000002E+00,  1.6910512326192581E-01
  3.9199999999999999E+00,  3.7500000000000000E+00,  1.8256190049090404E-01
  3.9199999999999999E+00,  3.8000000000000003E+00,  1.9618612325326590E-01
  3.9199999999999999E+00,  3.8500000000000001E+00,  2.1033750283979377E-01
  3.9199999999999999E+00,  3.9000000000000004E+00,  2.2516288052837702E-01
  3.9199999999999999E+00,  3.9500000000000002E+00,  2.4051554850064058E-01
  3.9199999999999999E+00,  4.0000000000000000E+00,  2.5608220359619188E-01
  3.9600000000000000E+00,  0.0000000000000000E+00,  1.4387452477101811E-01
  3.9600000000000000E+00,  5.0000000000000003E-02,  1.3473132958433895E-01
  3.9600000000000000E+00,  1.0000000000000001E-01,  1.2547683427395323E-01
  3.9600000000000000E+00,  1.5000000000000002E-01,  1.1592549517096910E-01
  3.9600000000000000E+00,  2.0000000000000001E-01,  1.0594693861720994E-01
  3.9600000000000000E+00,  2.5000000000000000E-01,  9.5574736706915991E-02
  3.9600000000000000E+00,  3.0000000000000004E-01,  8.5043780094969060E-02
  3.9600000000000000E+00,  3.5000000000000003E-01,  7.4742109728029985E-02
  3.9600000000000000E+00,  4.0000000000000002E-01,  6.5092509969177786E-02
  3.9600000000000000E+00,  4.5000000000000001E-01,  5.6411024355427657E-02
  3.9600000000000000E+00,  5.0000000000000000E-01,  4.8805202812806189E-02
  3.9600000000000000E+00,  5.5000000000000004E-01,  4.2160529834033872E-02
  3.9600000000000000E+00,  6.0000000000000009E-01,  3.6221402224670643E-02
  3.9600000000000000E+00,  6.5000000000000002E-01,  3.0723823179970754E-02
  3.9600000000000000E+00,  7.0000000000000007E-01,  2.5509030667644952E-02
  3.9600000000000000E+00,  7.5000000000000000E-01,  2.0558912797569846E-02
  3.9600000000000000E+00,  8.0000000000000004E-01,  1.5940266888556286E-02
  3.9600000000000000E+00,  8.5000000000000009E-01,  1.1698529349106033E-02
  3.9600000000000000E+00,  9.0000000000000002E-01,  7.7693106912444642E-03
  3.9600000000000000E+00,  9.5000000000000007E-01,  3.9597508993582707E-03
  3.9600000000000000E+00,  1.0000000000000000E+00,  0.0000000000000000E+00
  3.9600000000000000E+00,  1.0500000000000000E+00, -4.2555999569774431E-03
  3.9600000000000000E+00,  1.1000000000000001E+00, -8.4273466864924727E-03
  3.9600000000000000E+00,  1.1500000000000001E+00, -1.2134856014781164E-02
  3.9600000000000000E+00,  1.2000000000000002E+00, -1.5250908928582389E-02
  3.9600000000000000E+00,  1.2500000000000000E+00, -1.7912217205621729E-02
  3.9600000000000000E+00,  1.3000000000000000E+00, -2.0406105756218897E-02
  3.9600000000000000E+00,  1.3500000000000001E+00, -2.3004096500675485E-02
  3.9600000000000000E+00,  1.4000000000000001E+00, -2.5843668169977307E-02
  3.9600000000000000E+00,  1.4500000000000002E+00, -2.8918151098260569E-02
  3.9600000000000000E+00,  1.5000000000000000E+00, -3.2156493976325196E-02
  3.9600000000000000E+00,  1.5500000000000000E+00, -3.5516689738423611E-02
  3.9600000000000000E+00,  1.6000000000000001E+00, -3.9018245015090741E-02
  3.9600000000000000E+00,  1.6500000000000001E+00, -4.2694928910140505E-02
  3.9600000000000000E+00,  1.7000000000000002E+00, -4.6515018742926711E-02
  3.9600000000000000E+00,  1.7500000000000000E+00, -5.0342670176337340E-02
  3.9600000000000000E+00,  1.8000000000000000E+00, -5.3981916504587620E-02
  3.9600000000000000E+00,  1.8500000000000001E+00, -5.7279191175903528E-02
  3.9600000000000000E+00,  1.9000000000000001E+00, -6.0211357477189670E-02
  3.9600000000000000E+00,  1.9500000000000002E+00, -6.2892584040485269E-02
  3.9600000000000000E+00,  2.0000000000000000E+00, -6.5494246307280832E-02
  3.9600000000000000E+00,  2.0500000000000003E+00, -6.8031250325957318E-02
  3.9600000000000000E+00,  2.1000000000000001E+00, -7.0008183566581964E-02
  3.9600000000000000E+00,  2.1499999999999999E+00, -7.0909359798448923E-02
  3.9600000000000000E+00,  2.2000000000000002E+00, -7.0487039238070190E-02
  3.9600000000000000E+00,  2.2500000000000000E+00, -6.8828958941829457E-02
  3.9600000000000000E+00,  2.3000000000000003E+00, -6.6273818528310463E-02
  3.9600000000000000E+00,  2.3500000000000001E+00, -6.3230175720615359E-02
  3.9600000000000000E+00,  2.4000000000000004E+00, -6.0007951095636260E-02
  3.9600000000000000E+00,  2.4500000000000002E+00, -5.6747534546577924E-02
  3.9600000000000000E+00,  2.5000000000000000E+00, -5.3455173888873678E-02
  3.9600000000000000E+00,  2.5500000000000003E+00, -5.0083596044363181E-02
  3.9600000000000000E+00,  2.6000000000000001E+00, -4.6581898635132304E-02
  3.9600000000000000E+00,  2.6500000000000004E+00, -4.2882783506831453E-02
  3.9600000000000000E+00,  2.7000000000000002E+00, -3.8858368336740570E-02
  3.9600000000000000E+00,  2.7500000000000000E+00, -3.4306749632178016E-02
  3.9600000000000000E+00,  2.8000000000000003E+00, -2.9006675652507571E-02
  3.9600000000000000E+00,  2.8500000000000001E+00, -2.2818255589086730E-02
  3.9600000000000000E+00,  2.9000000000000004E+00, -1.5761850339318734E-02
  3.9600000000000000E+00,  2.9500000000000002E+00, -8.0128626161284338E-03
  3.9600000000000000E+00,  3.0000000000000000E+00,  1.9478870475476344E-04
  3.9600000000000000E+00,  3.0500000000000003E+00,  8.6991148008667158E-03
  3.9600000000000000E+00,  3.1000000000000001E+00,  1.7491010996994460E-02
  3.9600000000000000E+00,  3.1500000000000004E+00,  2.6695419395434856E-02
